,MONTH,DAY_OF_WEEK,HOUR,OP_CARRIER_AIRLINE_ID,ORIGIN,DEP_DELAY_GROUP,HUMIDITY,PRESSURE,TEMPERATURE,WIND_DIRECTION,WIND_SPEED,WEATHER_DESC,DELAYED
26,11,6,11,JetBlue Airways: B6,PWM,-1,87.0,1021.0,280.49,80.0,4.0,sky is clear,0
27,11,6,11,Delta Air Lines Inc.: DL,LAS,-1,87.0,1021.0,280.49,80.0,4.0,sky is clear,0
28,11,6,11,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),SFO,-1,87.0,1021.0,280.49,80.0,4.0,sky is clear,0
29,11,6,11,Delta Air Lines Inc.: DL,SEA,-1,87.0,1021.0,280.49,80.0,4.0,sky is clear,0
30,10,4,18,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,0,76.0,1026.0,282.82,110.0,2.0,sky is clear,0
31,10,4,18,SkyWest Airlines Inc.: OO,SEA,-1,76.0,1026.0,282.82,110.0,2.0,sky is clear,0
32,10,4,18,Southwest Airlines Co.: WN,PHX,1,76.0,1026.0,282.82,110.0,2.0,sky is clear,1
33,4,7,20,Delta Air Lines Inc.: DL,DTW,-1,58.0,1028.0,288.35,250.0,2.0,scattered clouds,0
34,3,1,15,Southwest Airlines Co.: WN,ATL,-1,98.0,1038.0,279.077,53.0,1.0,moderate rain,0
35,3,1,15,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),SFO,-1,98.0,1038.0,279.077,53.0,1.0,moderate rain,0
36,3,1,15,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),IAH,5,98.0,1038.0,279.077,53.0,1.0,moderate rain,1
37,11,3,12,Delta Air Lines Inc.: DL,MIA,12,93.0,1029.0,278.96,230.0,0.0,sky is clear,1
38,11,3,12,JetBlue Airways: B6,HOU,0,93.0,1029.0,278.96,230.0,0.0,sky is clear,0
39,1,3,21,ExpressJet Airlines LLC: EV,DFW,0,86.0,1028.0,279.35,105.0,1.0,sky is clear,0
40,1,3,21,American Airlines Inc.: AA,MIA,0,86.0,1028.0,279.35,105.0,1.0,sky is clear,0
41,1,3,21,JetBlue Airways: B6,LAS,-1,86.0,1028.0,279.35,105.0,1.0,sky is clear,0
42,1,3,21,United Air Lines Inc.: UA,IAH,4,86.0,1028.0,279.35,105.0,1.0,sky is clear,1
43,5,1,6,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),LGA,-1,93.0,1017.0,288.12,343.0,0.0,heavy intensity rain,0
44,5,1,6,Endeavor Air Inc.: 9E,ORD,-1,93.0,1017.0,288.12,343.0,0.0,heavy intensity rain,0
45,5,1,6,American Airlines Inc.: AA,PHL,-1,93.0,1017.0,288.12,343.0,0.0,heavy intensity rain,0
46,5,1,6,Envoy Air: MQ,JAX,7,93.0,1017.0,288.12,343.0,0.0,heavy intensity rain,1
47,1,2,6,Southwest Airlines Co.: WN,DTW,0,100.0,1005.0,271.68,21.0,1.0,light snow,0
48,1,2,6,American Airlines Inc.: AA,BNA,-1,100.0,1005.0,271.68,21.0,1.0,light snow,0
49,4,2,10,American Airlines Inc.: AA,ORD,1,100.0,1028.0,277.632666667,279.0,2.0,light rain,1
50,4,2,10,Southwest Airlines Co.: WN,SAN,0,100.0,1028.0,277.632666667,279.0,2.0,light rain,0
51,4,2,10,Alaska Airlines Inc.: AS,LAS,-1,100.0,1028.0,277.632666667,279.0,2.0,light rain,0
52,4,2,10,United Air Lines Inc.: UA,SFO,-1,100.0,1028.0,277.632666667,279.0,2.0,light rain,0
53,4,2,10,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),DFW,0,100.0,1028.0,277.632666667,279.0,2.0,light rain,0
54,4,2,10,Alaska Airlines Inc.: AS,PDX,0,100.0,1028.0,277.632666667,279.0,2.0,light rain,0
55,3,7,22,American Airlines Inc.: AA,SFO,2,81.0,1018.0,280.68,140.0,5.0,moderate rain,1
56,9,4,10,American Airlines Inc.: AA,PHX,1,93.0,1017.0,281.72,330.0,2.0,broken clouds,1
57,9,4,10,Southwest Airlines Co.: WN,DAL,-1,93.0,1017.0,281.72,330.0,2.0,broken clouds,0
58,9,4,10,Delta Air Lines Inc.: DL,PHX,0,93.0,1017.0,281.72,330.0,2.0,broken clouds,0
59,9,4,10,ExpressJet Airlines LLC: EV,DTW,-1,93.0,1017.0,281.72,330.0,2.0,broken clouds,0
64,1,6,8,American Airlines Inc.: AA,DFW,-1,98.0,1025.0,276.59262273,66.0,1.0,broken clouds,0
65,1,6,8,United Air Lines Inc.: UA,DEN,-1,98.0,1025.0,276.59262273,66.0,1.0,broken clouds,0
66,1,6,8,United Air Lines Inc.: UA,ORD,0,98.0,1025.0,276.59262273,66.0,1.0,broken clouds,0
67,1,6,8,Southwest Airlines Co.: WN,LAS,0,98.0,1025.0,276.59262273,66.0,1.0,broken clouds,0
68,1,6,8,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,-1,98.0,1025.0,276.59262273,66.0,1.0,broken clouds,0
69,8,2,22,Spirit Air Lines: NK,LAS,-1,61.0,1018.0,298.38,232.0,0.0,sky is clear,0
71,3,1,9,Southwest Airlines Co.: WN,SAN,-1,100.0,1022.0,276.73,10.0,2.0,sky is clear,0
72,3,1,9,American Airlines Inc.: AA,BOS,-1,100.0,1022.0,276.73,10.0,2.0,sky is clear,0
73,3,1,9,American Airlines Inc.: AA,PHL,1,100.0,1022.0,276.73,10.0,2.0,sky is clear,1
74,5,2,9,United Air Lines Inc.: UA,DEN,-1,76.0,1024.0,285.78,190.0,4.0,overcast clouds,0
75,5,2,9,Delta Air Lines Inc.: DL,ATL,0,76.0,1024.0,285.78,190.0,4.0,overcast clouds,0
76,5,2,9,American Airlines Inc.: AA,LAS,-1,76.0,1024.0,285.78,190.0,4.0,overcast clouds,0
77,5,2,9,American Airlines Inc.: AA,CLT,-1,76.0,1024.0,285.78,190.0,4.0,overcast clouds,0
78,10,3,19,Southwest Airlines Co.: WN,MDW,0,92.0,1004.0,286.323972028,136.0,5.0,broken clouds,0
79,10,3,19,Alaska Airlines Inc.: AS,LAS,-1,92.0,1004.0,286.323972028,136.0,5.0,broken clouds,0
80,10,3,19,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),MIA,-1,92.0,1004.0,286.323972028,136.0,5.0,broken clouds,0
81,10,3,19,ExpressJet Airlines LLC: EV,IAH,-1,92.0,1004.0,286.323972028,136.0,5.0,broken clouds,0
82,7,5,12,American Airlines Inc.: AA,DFW,-1,90.0,1017.0,286.5,156.0,2.0,sky is clear,0
83,7,5,12,AirTran Airways Corporation: FL,ATL,-1,90.0,1017.0,286.5,156.0,2.0,sky is clear,0
84,3,2,15,Delta Air Lines Inc.: DL,MIA,0,100.0,1025.0,277.178,60.0,4.0,sky is clear,0
85,3,2,15,American Airlines Inc.: AA,ORD,1,100.0,1025.0,277.178,60.0,4.0,sky is clear,1
86,3,2,15,Delta Air Lines Inc.: DL,MSP,1,100.0,1025.0,277.178,60.0,4.0,sky is clear,1
87,3,2,15,United Air Lines Inc.: UA,ORD,3,100.0,1025.0,277.178,60.0,4.0,sky is clear,1
88,3,2,15,Delta Air Lines Inc.: DL,PHX,11,100.0,1025.0,277.178,60.0,4.0,sky is clear,1
89,2,2,16,United Air Lines Inc.: UA,SFO,-1,80.0,1026.0,274.34,40.0,2.0,sky is clear,0
90,2,2,16,Virgin America: VX,SFO,-1,80.0,1026.0,274.34,40.0,2.0,sky is clear,0
91,2,2,16,Delta Air Lines Inc.: DL,ATL,-1,80.0,1026.0,274.34,40.0,2.0,sky is clear,0
92,2,2,16,United Air Lines Inc.: UA,PHL,0,80.0,1026.0,274.34,40.0,2.0,sky is clear,0
93,5,4,18,Delta Air Lines Inc.: DL,ORD,1,74.0,1012.0,292.569,217.0,1.0,sky is clear,1
94,5,4,18,American Airlines Inc.: AA,ORD,-1,74.0,1012.0,292.569,217.0,1.0,sky is clear,0
95,6,7,9,ExpressJet Airlines LLC: EV,IND,0,67.0,1018.0,285.27,323.0,1.0,light intensity shower rain,0
96,6,7,9,United Air Lines Inc.: UA,ORD,-1,67.0,1018.0,285.27,323.0,1.0,light intensity shower rain,0
97,6,7,9,American Airlines Inc.: AA,CLT,0,67.0,1018.0,285.27,323.0,1.0,light intensity shower rain,0
98,6,7,9,Southwest Airlines Co.: WN,BNA,0,67.0,1018.0,285.27,323.0,1.0,light intensity shower rain,0
99,9,1,13,American Airlines Inc.: AA,LGA,-1,93.0,1022.0,284.66,45.0,0.0,light rain,0
100,11,4,11,Virgin America: VX,LAX,0,86.0,1008.0,279.79,340.0,6.0,light snow,0
101,11,4,11,Delta Air Lines Inc.: DL,ATL,-1,86.0,1008.0,279.79,340.0,6.0,light snow,0
102,11,4,11,United Air Lines Inc.: UA,LAX,3,86.0,1008.0,279.79,340.0,6.0,light snow,1
103,4,5,6,Southwest Airlines Co.: WN,DAL,-1,87.0,1021.0,279.99,170.0,2.0,moderate rain,0
104,4,5,6,United Air Lines Inc.: UA,SFO,-1,87.0,1021.0,279.99,170.0,2.0,moderate rain,0
105,8,6,13,American Airlines Inc.: AA,DFW,0,93.0,1013.0,289.97,320.0,3.0,sky is clear,0
106,10,3,16,Delta Air Lines Inc.: DL,LGA,0,100.0,1005.0,281.389,81.0,1.0,overcast clouds,0
107,10,3,16,American Airlines Inc.: AA,DEN,-1,100.0,1005.0,281.389,81.0,1.0,overcast clouds,0
108,10,3,16,Alaska Airlines Inc.: AS,LAX,0,100.0,1005.0,281.389,81.0,1.0,overcast clouds,0
109,6,4,8,Southwest Airlines Co.: WN,PHX,-1,67.0,1015.0,286.14,69.0,2.0,light rain,0
110,6,4,8,American Airlines Inc.: AA,BNA,0,67.0,1015.0,286.14,69.0,2.0,light rain,0
111,4,2,14,American Airlines Inc.: AA,DFW,-1,81.0,1009.0,280.66,270.0,8.0,broken clouds,0
112,1,5,9,American Airlines Inc.: AA,LAS,-1,99.0,1020.0,279.469,320.0,0.0,scattered clouds,0
113,1,5,9,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),ORD,-1,99.0,1020.0,279.469,320.0,0.0,scattered clouds,0
114,1,5,9,Southwest Airlines Co.: WN,LGA,10,99.0,1020.0,279.469,320.0,0.0,scattered clouds,1
115,3,6,19,Delta Air Lines Inc.: DL,IND,-1,91.0,1037.0,283.962,226.0,2.0,heavy intensity rain,0
116,3,6,19,American Airlines Inc.: AA,MIA,0,91.0,1037.0,283.962,226.0,2.0,heavy intensity rain,0
117,3,6,19,Delta Air Lines Inc.: DL,JFK,0,91.0,1037.0,283.962,226.0,2.0,heavy intensity rain,0
118,3,6,19,Southwest Airlines Co.: WN,DAL,6,91.0,1037.0,283.962,226.0,2.0,heavy intensity rain,1
119,3,6,19,ExpressJet Airlines LLC: EV,IAH,-1,91.0,1037.0,283.962,226.0,2.0,heavy intensity rain,0
120,4,6,6,Delta Air Lines Inc.: DL,CHO,-1,100.0,1011.0,281.16200000000003,99.0,2.0,light rain,0
121,4,6,6,Southwest Airlines Co.: WN,PHL,-1,100.0,1011.0,281.16200000000003,99.0,2.0,light rain,0
122,4,6,6,Southwest Airlines Co.: WN,PHX,-1,100.0,1011.0,281.16200000000003,99.0,2.0,light rain,0
123,12,4,20,American Airlines Inc.: AA,MIA,-1,87.0,1012.0,279.4,70.0,5.0,mist,0
124,12,4,20,Southwest Airlines Co.: WN,PHX,2,87.0,1012.0,279.4,70.0,5.0,mist,1
125,12,4,20,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,0,87.0,1012.0,279.4,70.0,5.0,mist,0
126,12,4,20,American Airlines Inc.: AA,ORD,-1,87.0,1012.0,279.4,70.0,5.0,mist,0
127,12,4,20,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,-1,87.0,1012.0,279.4,70.0,5.0,mist,0
128,7,5,20,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),CLT,0,77.0,1018.0,292.3,249.0,2.0,sky is clear,0
129,7,5,20,American Airlines Inc.: AA,ORD,0,77.0,1018.0,292.3,249.0,2.0,sky is clear,0
130,7,5,20,SkyWest Airlines Inc.: OO,LAX,-1,77.0,1018.0,292.3,249.0,2.0,sky is clear,0
131,7,5,20,Delta Air Lines Inc.: DL,LAS,-1,77.0,1018.0,292.3,249.0,2.0,sky is clear,0
132,4,6,6,Frontier Airlines Inc.: F9,PHL,0,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
133,4,6,6,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),SAN,-1,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
134,4,6,6,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,0,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
135,4,6,6,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),ORD,0,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
136,4,6,6,Southwest Airlines Co.: WN,HOU,-1,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
137,4,6,6,Alaska Airlines Inc.: AS,LAX,-1,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
138,4,6,6,Envoy Air: MQ,HOU,-1,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
139,4,6,6,Southwest Airlines Co.: WN,LGA,-1,98.0,1019.0,279.5375,221.0,3.0,moderate rain,0
140,12,6,19,Delta Air Lines Inc.: DL,DTW,0,87.0,1012.0,280.18,80.0,10.0,mist,0
141,9,2,13,United Air Lines Inc.: UA,SFO,3,93.0,1014.0,285.75,20.0,2.0,mist,1
142,9,2,13,United Air Lines Inc.: UA,BOS,0,93.0,1014.0,285.75,20.0,2.0,mist,0
143,9,2,13,United Air Lines Inc.: UA,IAH,-1,93.0,1014.0,285.75,20.0,2.0,mist,0
144,9,2,13,American Airlines Inc.: AA,DFW,-1,93.0,1014.0,285.75,20.0,2.0,mist,0
145,9,2,13,American Airlines Inc.: AA,MCI,-1,93.0,1014.0,285.75,20.0,2.0,mist,0
146,9,2,13,Delta Air Lines Inc.: DL,LAX,-1,93.0,1014.0,285.75,20.0,2.0,mist,0
149,6,6,11,ExpressJet Airlines LLC: EV,IAH,1,87.0,1018.0,283.72,100.0,4.0,heavy intensity rain,1
150,6,6,11,Virgin America: VX,PDX,0,87.0,1018.0,283.72,100.0,4.0,heavy intensity rain,0
151,12,6,14,ExpressJet Airlines LLC: EV,MCI,-1,89.0,1014.0,275.995193548,113.0,4.0,moderate rain,0
152,12,6,14,Frontier Airlines Inc.: F9,LAS,10,89.0,1014.0,275.995193548,113.0,4.0,moderate rain,1
153,12,6,14,ExpressJet Airlines LLC: EV,CLT,-1,89.0,1014.0,275.995193548,113.0,4.0,moderate rain,0
154,12,6,14,American Airlines Inc.: AA,SFO,0,89.0,1014.0,275.995193548,113.0,4.0,moderate rain,0
155,4,7,12,Delta Air Lines Inc.: DL,PDX,8,93.0,1019.0,278.15,179.0,0.0,light intensity shower rain,1
156,4,7,12,Virgin America: VX,SFO,-1,93.0,1019.0,278.15,179.0,0.0,light intensity shower rain,0
157,9,3,14,Southwest Airlines Co.: WN,SAN,0,81.0,1009.0,283.57,78.0,1.0,mist,0
158,9,3,14,Envoy Air: MQ,HOU,-1,81.0,1009.0,283.57,78.0,1.0,mist,0
159,9,3,14,Southwest Airlines Co.: WN,SEA,-1,81.0,1009.0,283.57,78.0,1.0,mist,0
160,3,2,15,Southwest Airlines Co.: WN,CLT,-1,93.0,1036.0,276.69,70.0,3.0,broken clouds,0
161,3,2,15,American Airlines Inc.: AA,ABQ,-1,93.0,1036.0,276.69,70.0,3.0,broken clouds,0
162,3,2,15,Alaska Airlines Inc.: AS,SEA,1,93.0,1036.0,276.69,70.0,3.0,broken clouds,1
163,11,5,14,United Air Lines Inc.: UA,SFO,0,100.0,1031.0,271.75,100.0,2.0,sky is clear,0
164,11,5,14,United Air Lines Inc.: UA,IAH,3,100.0,1031.0,271.75,100.0,2.0,sky is clear,1
165,6,4,8,Endeavor Air Inc.: 9E,IND,0,75.0,1027.0,286.766333333,111.0,1.0,overcast clouds,0
166,2,6,14,Delta Air Lines Inc.: DL,SAT,-1,96.0,1027.0,281.81,289.0,5.0,few clouds,0
167,2,6,14,Southwest Airlines Co.: WN,SEA,2,96.0,1027.0,281.81,289.0,5.0,few clouds,1
168,9,7,16,American Airlines Inc.: AA,PHX,2,81.0,997.0,283.7,150.0,7.0,fog,1
169,9,7,16,Delta Air Lines Inc.: DL,ATL,-1,81.0,997.0,283.7,150.0,7.0,fog,0
170,2,6,16,Southwest Airlines Co.: WN,DAL,1,86.0,1024.0,271.12,55.0,2.0,scattered clouds,1
171,2,6,16,American Airlines Inc.: AA,SAN,-1,86.0,1024.0,271.12,55.0,2.0,scattered clouds,0
172,2,6,16,American Airlines Inc.: AA,LAX,-1,86.0,1024.0,271.12,55.0,2.0,scattered clouds,0
173,2,6,16,Delta Air Lines Inc.: DL,DAL,0,86.0,1024.0,271.12,55.0,2.0,scattered clouds,0
174,6,4,5,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),ORD,-1,97.0,1011.0,284.707,127.0,0.0,few clouds,0
175,6,4,5,Frontier Airlines Inc.: F9,PHX,-1,97.0,1011.0,284.707,127.0,0.0,few clouds,0
176,6,4,5,Southwest Airlines Co.: WN,MDW,-1,97.0,1011.0,284.707,127.0,0.0,few clouds,0
177,11,4,15,Southwest Airlines Co.: WN,MDW,10,98.0,1005.0,280.92,119.0,2.0,moderate rain,1
178,11,4,15,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHL,0,98.0,1005.0,280.92,119.0,2.0,moderate rain,0
179,11,4,15,JetBlue Airways: B6,PIT,0,98.0,1005.0,280.92,119.0,2.0,moderate rain,0
180,11,7,18,American Airlines Inc.: AA,DFW,0,76.0,1017.0,282.48,190.0,5.0,mist,0
181,11,7,18,JetBlue Airways: B6,HOU,-1,76.0,1017.0,282.48,190.0,5.0,mist,0
182,11,7,18,Delta Air Lines Inc.: DL,ATL,-1,76.0,1017.0,282.48,190.0,5.0,mist,0
183,11,7,18,Delta Air Lines Inc.: DL,LGA,0,76.0,1017.0,282.48,190.0,5.0,mist,0
184,10,7,12,American Airlines Inc.: AA,PHX,0,87.0,1014.0,283.34,100.0,5.0,light rain,0
185,10,7,12,SkyWest Airlines Inc.: OO,IAH,-1,87.0,1014.0,283.34,100.0,5.0,light rain,0
186,10,7,12,Delta Air Lines Inc.: DL,ATL,-1,87.0,1014.0,283.34,100.0,5.0,light rain,0
187,3,5,8,Southwest Airlines Co.: WN,MDW,0,91.0,1040.0,281.393333333,40.0,1.0,broken clouds,0
188,3,5,8,JetBlue Airways: B6,JFK,0,91.0,1040.0,281.393333333,40.0,1.0,broken clouds,0
189,3,5,8,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,2,91.0,1040.0,281.393333333,40.0,1.0,broken clouds,1
192,4,3,23,Delta Air Lines Inc.: DL,LAX,0,70.0,1031.0,285.905,251.0,1.0,sky is clear,0
193,1,7,16,American Airlines Inc.: AA,CLT,-1,93.0,996.0,276.28,260.0,1.0,fog,0
194,1,7,16,Southwest Airlines Co.: WN,DEN,0,93.0,996.0,276.28,260.0,1.0,fog,0
195,3,4,6,Southwest Airlines Co.: WN,SAT,0,56.0,1026.0,277.39,60.0,1.0,broken clouds,0
196,3,4,6,Delta Air Lines Inc.: DL,MDW,-1,56.0,1026.0,277.39,60.0,1.0,broken clouds,0
197,3,4,6,Southwest Airlines Co.: WN,DAL,0,56.0,1026.0,277.39,60.0,1.0,broken clouds,0
198,3,4,6,Southwest Airlines Co.: WN,PHX,-1,56.0,1026.0,277.39,60.0,1.0,broken clouds,0
199,3,6,18,United Air Lines Inc.: UA,PHX,-1,86.0,1007.0,273.24,180.0,1.0,mist,0
200,3,6,18,Alaska Airlines Inc.: AS,ATL,-1,86.0,1007.0,273.24,180.0,1.0,mist,0
201,3,6,18,American Airlines Inc.: AA,SAT,2,86.0,1007.0,273.24,180.0,1.0,mist,1
202,6,6,12,American Airlines Inc.: AA,LAX,-1,82.0,1016.0,285.93,180.0,2.0,overcast clouds,0
203,6,6,12,Delta Air Lines Inc.: DL,LGA,-1,82.0,1016.0,285.93,180.0,2.0,overcast clouds,0
204,6,6,12,SkyWest Airlines Inc.: OO,ORD,-1,82.0,1016.0,285.93,180.0,2.0,overcast clouds,0
205,6,6,12,Delta Air Lines Inc.: DL,SAN,-1,91.0,1011.0,285.046,58.0,1.0,sky is clear,0
206,6,6,12,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,1,91.0,1011.0,285.046,58.0,1.0,sky is clear,1
207,6,6,12,Envoy Air: MQ,ORD,0,91.0,1011.0,285.046,58.0,1.0,sky is clear,0
208,6,6,12,Southwest Airlines Co.: WN,SEA,0,91.0,1011.0,285.046,58.0,1.0,sky is clear,0
209,6,6,12,American Airlines Inc.: AA,DFW,3,91.0,1011.0,285.046,58.0,1.0,sky is clear,1
210,6,6,12,Southwest Airlines Co.: WN,DEN,1,91.0,1011.0,285.046,58.0,1.0,sky is clear,1
211,6,6,12,Spirit Air Lines: NK,ORD,6,91.0,1011.0,285.046,58.0,1.0,sky is clear,1
212,10,2,17,Delta Air Lines Inc.: DL,DTW,0,87.0,1015.0,284.76,85.0,0.0,sky is clear,0
213,10,2,17,Delta Air Lines Inc.: DL,MDW,-1,87.0,1015.0,284.76,85.0,0.0,sky is clear,0
214,10,2,17,Delta Air Lines Inc.: DL,DTW,-1,87.0,1015.0,284.76,85.0,0.0,sky is clear,0
215,10,2,17,ExpressJet Airlines LLC: EV,OAJ,5,87.0,1015.0,284.76,85.0,0.0,sky is clear,1
216,8,4,14,Delta Air Lines Inc.: DL,ORD,5,87.0,1016.0,288.06,110.0,4.0,fog,1
221,6,3,23,American Airlines Inc.: AA,SEA,-1,63.0,1014.0,295.82,230.0,1.0,sky is clear,0
222,1,5,15,Southwest Airlines Co.: WN,SEA,4,100.0,1028.0,273.813699417,106.0,2.0,scattered clouds,1
223,1,5,15,Southwest Airlines Co.: WN,LAS,0,100.0,1028.0,273.813699417,106.0,2.0,scattered clouds,0
224,1,5,15,SkyWest Airlines Inc.: OO,LAX,0,100.0,1028.0,273.813699417,106.0,2.0,scattered clouds,0
225,1,5,15,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),STT,-1,100.0,1028.0,273.813699417,106.0,2.0,scattered clouds,0
226,1,5,17,Southwest Airlines Co.: WN,DAL,2,94.0,1033.0,275.129666667,47.0,1.0,broken clouds,1
227,11,3,16,Virgin America: VX,SFO,0,100.0,1020.0,283.33,0.0,1.0,fog,0
228,11,3,16,Spirit Air Lines: NK,DFW,1,100.0,1020.0,283.33,0.0,1.0,fog,1
229,11,3,16,United Air Lines Inc.: UA,MSP,0,100.0,1020.0,283.33,0.0,1.0,fog,0
230,11,7,15,American Airlines Inc.: AA,PHX,-1,100.0,1006.0,277.46,170.0,1.0,fog,0
231,11,7,15,United Air Lines Inc.: UA,LGA,-1,100.0,1006.0,277.46,170.0,1.0,fog,0
232,11,7,15,Southwest Airlines Co.: WN,PHX,1,100.0,1006.0,277.46,170.0,1.0,fog,1
233,11,7,15,Virgin America: VX,LAX,0,100.0,1006.0,277.46,170.0,1.0,fog,0
234,11,7,15,Delta Air Lines Inc.: DL,PIT,-1,100.0,1006.0,277.46,170.0,1.0,fog,0
235,5,2,17,United Air Lines Inc.: UA,DEN,8,79.0,1011.0,289.26,179.0,1.0,scattered clouds,1
236,5,2,17,United Air Lines Inc.: UA,BOS,1,79.0,1011.0,289.26,179.0,1.0,scattered clouds,1
237,11,2,7,United Air Lines Inc.: UA,DFW,-1,99.0,1033.0,275.54333333299996,29.0,1.0,light rain,0
238,11,2,7,JetBlue Airways: B6,BOS,-1,99.0,1033.0,275.54333333299996,29.0,1.0,light rain,0
239,11,2,7,American Airlines Inc.: AA,ORD,-1,99.0,1033.0,275.54333333299996,29.0,1.0,light rain,0
240,6,1,14,Delta Air Lines Inc.: DL,BOS,3,87.0,1009.0,287.62,100.0,3.0,scattered clouds,1
241,6,1,14,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),PHX,-1,87.0,1009.0,287.62,100.0,3.0,scattered clouds,0
242,6,1,14,American Airlines Inc.: AA,DFW,2,87.0,1009.0,287.62,100.0,3.0,scattered clouds,1
243,6,1,14,American Airlines Inc.: AA,PDX,-1,87.0,1009.0,287.62,100.0,3.0,scattered clouds,0
244,6,1,14,US Airways Inc.: US (Merged with America West 9/05. Reporting for both starting 10/07.),BOS,0,87.0,1009.0,287.62,100.0,3.0,scattered clouds,0
245,8,7,7,Envoy Air: MQ,BNA,-1,81.0,1015.0,292.07,21.0,1.0,overcast clouds,0
246,12,3,8,Southwest Airlines Co.: WN,DEN,2,89.0,1025.0,275.293374502,305.0,6.0,light rain,1
247,12,3,8,American Airlines Inc.: AA,SFO,0,89.0,1025.0,275.293374502,305.0,6.0,light rain,0
248,12,3,8,Southwest Airlines Co.: WN,LAS,-1,89.0,1025.0,275.293374502,305.0,6.0,light rain,0
249,12,3,8,United Air Lines Inc.: UA,SFO,-1,89.0,1025.0,275.293374502,305.0,6.0,light rain,0
250,12,3,8,JetBlue Airways: B6,JFK,-1,89.0,1025.0,275.293374502,305.0,6.0,light rain,0
251,12,3,8,Envoy Air: MQ,ORD,-1,89.0,1025.0,275.293374502,305.0,6.0,light rain,0
